timestamp;cluster;pipeline_id;pipelines_status_avg_fps;pipelines_status_avg_pipeline_latency;pipelines_status_count_pipeline_latency;pipelines_status_elapsed_time;pipelines_status_frame_count;pipelines_status_realtime_pipeline_latency;pipelines_status_start_time;pipelines_status_sum_pipeline_latency;pipelines_status_idelta_fps;node_cpu_usage;node_mem_usage;pipelines_server_cpu_usage;pipelines_server_mem_usage
1715798700;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;4.5417583150021725;8593940480.0;4.008232811839983;731242496.0
1715798700;a6050a48-03a9-4d02-927a-878317624b52;4ffcff5811d611efa8f5b2a35c7eacee;24.97485626898379;0.06878548700532124;2970216.0;118928.2519967556;2970216.0;0.05766582489013672;1715679769.0319202;204307.75407099724;24.79579436108864;;;;
1715798700;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;7.740666666666463;42201092096.0;4.882185132345261;1148575744.0
1715798700;c2313dca-f464-4fe3-96c6-cdbe530fe89e;dbf4d07211d511efbaf10677b0ee421d;24.97480929253881;0.07270727352269413;2975091.0;119123.67238044739;2975091.0;0.06413507461547852;1715679574.6297004;216310.7550919056;24.801015857344698;;;;
1715798705;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;4.5417583150021725;8593940480.0;4.008232811839983;731242496.0
1715798705;a6050a48-03a9-4d02-927a-878317624b52;4ffcff5811d611efa8f5b2a35c7eacee;24.97485717348596;0.06878536811381351;2970341.0;118933.25272083282;2970341.0;0.06619548797607422;1715679769.0319202;204315.99910855293;24.996380138088256;;;;
1715798705;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;7.486333333333217;42225643520.0;4.882185132345261;1148575744.0
1715798705;c2313dca-f464-4fe3-96c6-cdbe530fe89e;dbf4d07211d511efbaf10677b0ee421d;24.974818768605324;0.07270752269285205;2975217.0;119128.67226457596;2975217.0;0.06404972076416016;1715679574.6297004;216320.6575436592;25.200584005538307;;;;
1715798710;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;4.5417583150021725;8593940480.0;4.008232811839983;731242496.0
1715798710;a6050a48-03a9-4d02-927a-878317624b52;4ffcff5811d611efa8f5b2a35c7eacee;24.97485849584253;0.06878532983524821;2970466.0;118938.25145721436;2970466.0;0.06348466873168945;1715679769.0319202;204324.4835743904;25.00631968948146;;;;
1715798710;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;7.486333333333217;42225643520.0;4.854066424698584;1148575744.0
1715798710;c2313dca-f464-4fe3-96c6-cdbe530fe89e;dbf4d07211d511efbaf10677b0ee421d;24.97481972039232;0.07270799580376328;2975342.0;119133.67276597023;2975342.0;0.06675887107849121;1715679574.6297004;216331.15365076065;24.997493280011756;;;;
1715798715;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;4.5417583150021725;8593940480.0;4.008232811839983;731242496.0
1715798715;a6050a48-03a9-4d02-927a-878317624b52;4ffcff5811d611efa8f5b2a35c7eacee;24.97485938730925;0.06878522773879908;2970591.0;118943.25224423409;2970591.0;0.05660533905029297;1715679769.0319202;204332.7784538269;24.996065520654504;;;;
1715798715;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;7.486333333333217;42225643520.0;4.854066424698584;1148575744.0
1715798715;c2313dca-f464-4fe3-96c6-cdbe530fe89e;dbf4d07211d511efbaf10677b0ee421d;24.974812350389428;0.07270830447691812;2975466.0;119138.67292189598;2975466.0;0.07821965217590332;1715679574.6297004;216341.08788871765;24.799226632393953;;;;
1715798720;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;4.913982796560263;8580456448.0;4.016668659824332;754544640.0
1715798720;a6050a48-03a9-4d02-927a-878317624b52;4ffcff5811d611efa8f5b2a35c7eacee;24.974860802922404;0.06878515882751865;2970716.0;118948.25053787231;2970716.0;0.0561368465423584;1715679769.0319202;204341.17189145088;25.008534721517652;;;;
1715798720;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;7.486333333333217;42225643520.0;4.854066424698584;1148575744.0
1715798720;c2313dca-f464-4fe3-96c6-cdbe530fe89e;dbf4d07211d511efbaf10677b0ee421d;24.974813620770238;0.07270859353295402;2975591.0;119143.67190504074;2975591.0;0.06816720962524414;1715679574.6297004;216351.03653931618;25.005085310404247;;;;
1715798725;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;4.913982796560263;8580456448.0;4.027329375102366;754544640.0
1715798725;a6050a48-03a9-4d02-927a-878317624b52;4ffcff5811d611efa8f5b2a35c7eacee;24.97486109307986;0.06878516941766195;2970841.0;118953.25418901443;2970841.0;0.05657529830932617;1715679769.0319202;204349.80149793625;24.981757610509522;;;;
1715798725;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;7.486333333333217;42225643520.0;4.854066424698584;1148575744.0
1715798725;c2313dca-f464-4fe3-96c6-cdbe530fe89e;dbf4d07211d511efbaf10677b0ee421d;24.974822966278808;0.07270874393289689;2975717.0;119148.67240190506;2975717.0;0.06020021438598633;1715679574.6297004;216360.64536976814;25.197496052657424;;;;
1715798730;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;4.913982796560263;8580456448.0;4.027329375102366;754544640.0
1715798730;a6050a48-03a9-4d02-927a-878317624b52;4ffcff5811d611efa8f5b2a35c7eacee;24.974854117859124;0.06878516990662302;2970965.0;118958.25240302086;2970965.0;0.05345010757446289;1715679769.0319202;204358.33231163025;24.808861693522747;;;;
1715798730;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;7.486333333333217;42225643520.0;4.854066424698584;1148575744.0
1715798730;c2313dca-f464-4fe3-96c6-cdbe530fe89e;dbf4d07211d511efbaf10677b0ee421d;24.974815805954393;0.07270880260339616;2975841.0;119153.6715657711;2975841.0;0.06239938735961914;1715679574.6297004;216369.83584809303;24.804147918069297;;;;
1715798735;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;4.913982796560263;8580456448.0;4.027329375102366;754544640.0
1715798735;a6050a48-03a9-4d02-927a-878317624b52;4ffcff5811d611efa8f5b2a35c7eacee;24.97485528480174;0.0687852340161543;2971090.0;118963.25187921524;2971090.0;0.05675315856933594;1715679769.0319202;204367.12093305588;25.0026193024925;;;;
1715798735;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;7.136000000000301;35494092800.0;4.90318654026528;1097748480.0
1715798735;c2313dca-f464-4fe3-96c6-cdbe530fe89e;dbf4d07211d511efbaf10677b0ee421d;24.974816477629382;0.07270893446722489;2975966.0;119158.67340135574;2975966.0;0.06378483772277832;1715679574.6297004;216379.3168706894;24.990825444931957;;;;
1715798740;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;4.913982796560263;8580456448.0;4.027329375102366;754544640.0
1715798740;a6050a48-03a9-4d02-927a-878317624b52;4ffcff5811d611efa8f5b2a35c7eacee;24.974855496474664;0.0687852632433247;2971215.0;118968.25590229034;2971215.0;0.05544853210449219;1715679769.0319202;204375.80592751503;24.97990079660216;;;;
1715798740;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;7.136000000000301;35494092800.0;4.90318654026528;1097748480.0
1715798740;c2313dca-f464-4fe3-96c6-cdbe530fe89e;dbf4d07211d511efbaf10677b0ee421d;24.974809376291766;0.07270907071471919;2976090.0;119163.67228603363;2976090.0;0.10042238235473633;1715679574.6297004;216388.7382633686;24.805533231947855;;;;
1715798745;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;4.913982796560263;8580456448.0;4.027329375102366;754544640.0
1715798745;a6050a48-03a9-4d02-927a-878317624b52;4ffcff5811d611efa8f5b2a35c7eacee;24.97485199631068;0.0687852984779681;2971340.0;118973.27761530876;2971340.0;0.07112741470336914;1715679769.0319202;204384.50877952576;24.891904324591405;;;;
1715798745;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;7.136000000000301;35494092800.0;4.90318654026528;1097748480.0
1715798745;c2313dca-f464-4fe3-96c6-cdbe530fe89e;dbf4d07211d511efbaf10677b0ee421d;24.97481050092803;0.0727093542857407;2976215.0;119168.67196440697;2976215.0;0.09430289268493652;1715679574.6297004;216398.67086553574;25.001608236766405;;;;
1715798750;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;5.25633333333341;10235097088.0;4.038600738803607;742879232.0
1715798750;a6050a48-03a9-4d02-927a-878317624b52;4ffcff5811d611efa8f5b2a35c7eacee;24.974856588290947;0.06878554662664571;2971465.0;118978.26077413559;2971465.0;0.052442073822021484;1715679769.0319202;204393.8443069458;25.08449044951833;;;;
1715798750;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;7.136000000000301;35494092800.0;4.90318654026528;1097748480.0
