timestamp;cluster;pipeline_id;pipelines_status_avg_fps;pipelines_status_avg_pipeline_latency;pipelines_status_count_pipeline_latency;pipelines_status_elapsed_time;pipelines_status_frame_count;pipelines_status_realtime_pipeline_latency;pipelines_status_start_time;pipelines_status_sum_pipeline_latency;pipelines_status_idelta_fps;node_cpu_usage;node_mem_usage;pipelines_server_cpu_usage;pipelines_server_mem_usage
1715809500;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;7.828188545903118;11048656896.0;4.14996601401191;756047872.0
1715809500;a6050a48-03a9-4d02-927a-878317624b52;4ffcff5811d611efa8f5b2a35c7eacee;24.974837577067316;0.06939762316561401;3239942.0;129728.25108098984;3239942.0;0.06553244590759277;1715679769.0319202;224844.2739944458;25.0483145414121;;;;
1715809500;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;8.22066666666651;44855664640.0;;1094455296.0
1715809500;c2313dca-f464-4fe3-96c6-cdbe530fe89e;dbf4d07211d511efbaf10677b0ee421d;24.974801991234294;0.07298172800050638;3244818.0;129923.67270874977;3244818.0;0.060624122619628906;1715679574.6297004;236812.42468714714;25.00298774181752;;;;
1715809505;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;7.828188545903118;11048656896.0;4.14996601401191;756047872.0
1715809505;a6050a48-03a9-4d02-927a-878317624b52;4ffcff5811d611efa8f5b2a35c7eacee;24.974837442818057;0.06939819906238842;3240067.0;129733.25681757927;3240067.0;0.08126211166381836;1715679769.0319202;224854.81464147568;24.971349923586303;;;;
1715809505;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;8.951666666667249;44827934720.0;4.9252417357249465;1094443008.0
1715809505;c2313dca-f464-4fe3-96c6-cdbe530fe89e;dbf4d07211d511efbaf10677b0ee421d;24.974795312555866;0.072981965405979;3244942.0;129928.67246174812;3244942.0;0.08493828773498535;1715679574.6297004;236822.24478840828;24.801225188698552;;;;
1715809510;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;7.828188545903118;11048656896.0;4.14996601401191;756047872.0
1715809510;a6050a48-03a9-4d02-927a-878317624b52;4ffcff5811d611efa8f5b2a35c7eacee;24.974838544925237;0.06939860406938987;3240192.0;129738.25612688065;3240192.0;0.07073307037353516;1715679769.0319202;224864.8017168045;25.003453970248785;;;;
1715809510;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;8.951666666667249;44827934720.0;4.9252417357249465;1094443008.0
1715809510;c2313dca-f464-4fe3-96c6-cdbe530fe89e;dbf4d07211d511efbaf10677b0ee421d;24.974796301296628;0.0729821705269002;3245067.0;129933.67236351967;3245067.0;0.06590962409973145;1715679574.6297004;236832.03316521645;25.000491151921967;;;;
1715809515;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;7.828188545903118;11048656896.0;4.157607189618041;756244480.0
