timestamp;cluster;pipeline_id;pipelines_status_avg_fps;pipelines_status_avg_pipeline_latency;pipelines_status_count_pipeline_latency;pipelines_status_elapsed_time;pipelines_status_frame_count;pipelines_status_realtime_pipeline_latency;pipelines_status_start_time;pipelines_status_sum_pipeline_latency;pipelines_status_idelta_fps;node_cpu_usage;node_mem_usage;pipelines_server_cpu_usage;pipelines_server_mem_usage
1715856300;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;7.436307856474468;11217641472.0;4.019605837322291;665878528.0
1715856300;a6050a48-03a9-4d02-927a-878317624b52;2b9d2c1e136b11efa8f5b2a35c7eacee;24.98562941904724;0.09197431190271733;66020.0;2642.7991404533386;66032.0;0.08829617500305176;1715853654.4931078;6072.144071817398;25.40267453696144;;;;
1715856300;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;5.626666666667733;22170726400.0;2.9879009920881248;1098481664.0
1715856300;c2313dca-f464-4fe3-96c6-cdbe530fe89e;dbf4d07211d511efbaf10677b0ee421d;24.9747751676019;0.07681734349944476;4413634.0;176723.67299866676;4413634.0;0.06123161315917969;1715679574.6297004;339043.63905882835;24.998731677508122;;;;
1715856305;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;7.436307856474468;11217641472.0;4.019605837322291;665878528.0
1715856305;a6050a48-03a9-4d02-927a-878317624b52;2b9d2c1e136b11efa8f5b2a35c7eacee;24.98486867810942;0.09199212045601646;66143.0;2647.802588701248;66155.0;0.1135101318359375;1715853654.4931078;6084.634823322296;24.583046312388607;;;;
1715856305;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;5.529666666665192;22174838784.0;4.961235360744398;1101631488.0
1715856305;c2313dca-f464-4fe3-96c6-cdbe530fe89e;dbf4d07211d511efbaf10677b0ee421d;24.97477036138069;0.07681714848779084;4413758.0;176728.67201924324;4413758.0;0.06004977226257324;1715679574.6297004;339052.3036751747;24.80485889245654;;;;
1715856310;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;7.436307856474468;11217641472.0;4.019605837322291;665878528.0
1715856310;a6050a48-03a9-4d02-927a-878317624b52;2b9d2c1e136b11efa8f5b2a35c7eacee;24.985387186809845;0.092032114846999;66269.0;2652.7905876636505;66281.0;0.10186505317687988;1715853654.4931078;6098.876218795776;25.260630755888386;;;;
