timestamp;cluster;pipeline_id;pipelines_status_avg_fps;pipelines_status_avg_pipeline_latency;pipelines_status_count_pipeline_latency;pipelines_status_elapsed_time;pipelines_status_frame_count;pipelines_status_realtime_pipeline_latency;pipelines_status_start_time;pipelines_status_sum_pipeline_latency;pipelines_status_idelta_fps;node_cpu_usage;node_mem_usage;pipelines_server_cpu_usage;pipelines_server_mem_usage
1715777100;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;7.61966666666752;11931443200.0;3.9202566752586736;769314816.0
1715777100;a6050a48-03a9-4d02-927a-878317624b52;4ffcff5811d611efa8f5b2a35c7eacee;24.974885521430153;0.06671602329541337;2430762.0;97328.25393152237;2430762.0;0.08543753623962402;1715679769.0319202;162170.7742176056;24.7959409491883;;;;
1715777100;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;7.837666666666337;48959324160.0;;1086738432.0
1715777100;c2313dca-f464-4fe3-96c6-cdbe530fe89e;dbf4d07211d511efbaf10677b0ee421d;24.97483861554928;0.07062654270287849;2435638.0;97523.67322206497;2435638.0;0.06458353996276855;1715679574.6297004;172020.69121575356;25.00033617471701;;;;
1715777105;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;7.61966666666752;11931443200.0;3.9202566752586736;769314816.0
1715777105;a6050a48-03a9-4d02-927a-878317624b52;4ffcff5811d611efa8f5b2a35c7eacee;24.974897980608656;0.06671715702321293;2430888.0;97333.25044369698;2430888.0;0.06755542755126953;1715679769.0319202;162181.93640184402;25.217590910789202;;;;
1715777105;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;7.325333333333522;44911218688.0;;1086738432.0
1715777105;c2313dca-f464-4fe3-96c6-cdbe530fe89e;dbf4d07211d511efbaf10677b0ee421d;24.974840194158237;0.07062696535572649;2435763.0;97528.67209601402;2435763.0;0.06714582443237305;1715679574.6297004;172030.54901576042;25.00563152302185;;;;
1715777110;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;7.61966666666752;11931443200.0;3.9202566752586736;769314816.0
1715777110;a6050a48-03a9-4d02-927a-878317624b52;4ffcff5811d611efa8f5b2a35c7eacee;24.974888595282014;0.06671806545650005;2431012.0;97338.25200557709;2431012.0;0.07956504821777344;1715679769.0319202;162192.4177415371;24.792255493844024;;;;
1715777110;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;7.325333333333522;44911218688.0;4.883248069078782;1088864256.0
1715777110;c2313dca-f464-4fe3-96c6-cdbe530fe89e;dbf4d07211d511efbaf10677b0ee421d;24.97483095868326;0.07062722825979148;2435887.0;97533.67315793037;2435887.0;0.06438875198364258;1715679574.6297004;172039.94716405869;24.794734013304936;;;;
1715777115;a6050a48-03a9-4d02-927a-878317624b52;;;;;;;;;;;7.61966666666752;11931443200.0;3.9202566752586736;769314816.0
1715777115;a6050a48-03a9-4d02-927a-878317624b52;4ffcff5811d611efa8f5b2a35c7eacee;24.974900258976135;0.06671878799766892;2431138.0;97343.25161385536;2431138.0;0.06786370277404785;1715679769.0319202;162202.58081507683;25.201974432181935;;;;
1715777115;c2313dca-f464-4fe3-96c6-cdbe530fe89e;;;;;;;;;;;7.325333333333522;44911218688.0;4.883248069078782;1088864256.0
